,Country,Rank,Score,Year,Life Expectancy,Trust in the gov,Economy strength,Generosity,Perceived freedom,Family,ISO
187,Malta,30,6.488,2016,80.26053941908714,0.34745947229864804,0.7169004588136624,0.6860597040416733,0.9037930581120168,0.9286124773929652,MLT
188,Colombia,31,6.481,2016,67.40410788381742,0.10686645157459274,0.5647848180368037,0.19062839296824488,0.7351926110965028,0.8634535097949733,COL
189,France,32,6.478,2016,82.42651452282158,0.35248708457869,0.7646236576822509,0.1483451464542338,0.765218248750986,0.8494160201477274,FRA
190,Thailand,33,6.474,2016,70.67547717842324,0.056075691296688504,0.5971155585521879,0.7160581181149431,0.8143735209045491,0.8829589439345537,THA
191,Saudi Arabia,34,6.379,2016,67.1601244813278,0.5939708240137764,0.8165074248877633,0.1885666882190043,0.6229292663686563,0.7169092169092169,SAU
192,Taiwan,34,6.379,2016,79.79373443983403,0.13123255675857562,0.7659447340580067,0.31102463066206343,0.532096371285827,0.7827865388840999,TWN
193,Qatar,36,6.375,2016,74.91282157676349,0.9510698521406938,1.0,0.39511534567102996,0.9314850118327636,0.7434038165745482,QAT
194,Spain,37,6.361,2016,84.97900414937759,0.12147423843550206,0.7359272476113733,0.21550304375937832,0.6170293189587168,0.9545239423288204,ESP
195,Algeria,38,6.355,2016,68.73917012448133,0.31980760475841724,0.5770308123249299,0.08593282990325847,0.34522087825401,0.7040633504048138,DZA
196,Guatemala,39,6.324,2016,63.906182572614114,0.17222541121513826,0.45746517785196267,0.3514413634090105,0.8279483302655797,0.7362625289454559,GTM
197,Suriname,40,6.269,2016,61.97298755186722,0.2512222640090259,0.6012596819549737,0.20330360737333933,0.8584341309492506,0.658063316599902,SUR
198,Kuwait,41,6.239,2016,69.83771784232366,0.46849824825320163,0.8864586930662676,0.19476400190311205,0.7094070470681041,0.7416628636140832,KWT
199,Bahrain,42,6.218,2016,71.16157676348547,0.510124502682053,0.7894883980989655,0.20918373571141013,0.7785794109913227,0.797770566063249,BHR
200,Trinidad and Tobago,43,6.168,2016,63.015518672199164,0.02456404267532313,0.7267126028493589,0.38958900098815435,0.7962956876150408,0.8330290891266501,TTO
201,Venezuela,44,6.084,2016,68.80141078838174,0.16436729280893092,0.6214376161423473,0.0518476046406656,0.3261734157244281,0.8730287510775316,VEN
202,Slovakia,45,6.078,2016,74.06883817427386,0.058332178697967176,0.7015025188157454,0.16880360127362115,0.38441690770444387,0.9149975491438906,SVK
203,El Salvador,46,6.068,2016,67.36738589211618,0.21007105955939112,0.478931298546816,0.10829439679886789,0.6124934262424402,0.6843381843381843,SLV
204,Malaysia,47,6.005,2016,69.08896265560166,0.17974703588606716,0.6859839826341495,0.50595942467458,0.6414508282934525,0.7439193414803171,MYS
205,Nicaragua,48,5.992,2016,70.86095435684648,0.3224797608915104,0.38033843674456086,0.3632138195215381,0.7655469366289771,0.756562378513598,NIC
206,Uzbekistan,49,5.987,2016,61.49373443983403,0.5608162942142871,0.4033997160508038,0.4187578533871735,1.0,0.9871879384074506,UZB
207,Italy,50,5.977,2016,83.24,0.050592822786564,0.7427354503445214,0.20353539666467407,0.309410333946884,0.8803390632658926,ITA
208,Ecuador,51,5.976,2016,72.97713692946058,0.35701985313038137,0.5333969204120004,0.12289712215295652,0.6618130423349987,0.7265858729273363,ECU
209,Belize,52,5.956,2016,58.634398340248964,0.21319847192256683,0.4802797831461352,0.2889314513669468,0.841950433867999,0.580219055828812,BLZ
210,Japan,53,5.921,2016,87.21655601659751,0.3757843273094356,0.7565053418627724,0.12472703761086237,0.7684886931369971,0.896286530432872,JPN
211,Kazakhstan,54,5.919,2016,65.989377593361,0.22034401535994932,0.6739298459109672,0.1831257395908309,0.6659216408098869,0.8074641245372952,KAZ
212,Moldova,55,5.897,2016,62.82941908713693,0.03766750460204667,0.37920373628903614,0.24395212941162117,0.41417959505653434,0.7025674830552879,
213,Russia,56,5.856,2016,66.98834024896266,0.07098038439460819,0.6754921146540808,0.033377657952202607,0.5371088614251907,0.8895847066578775,RUS
214,Poland,57,5.835,2016,73.25410788381743,0.1088656202371291,0.682930706529187,0.17619645972356077,0.7426702603207994,0.8847167993509457,POL
215,South Korea,57,5.835,2016,85.4451867219917,0.15272856831812515,0.7452186353993652,0.22964219053079746,0.41362082566394953,0.6101279515913662,KOR
216,Bolivia,59,5.822,2016,59.50639004149377,0.15332238079214583,0.4353631863704386,0.26470337070427347,0.8375131475151196,0.7080354275476227,BOL
217,Lithuania,60,5.813,2016,70.52547717842323,0.03602462342392272,0.6957303469332939,0.024703858681728905,0.31108664212463844,0.8993036188158139,LTU
218,Belarus,61,5.802,2016,69.54829875518672,0.3455394786326478,0.6197657145049801,0.17008454209415522,0.47809295293189585,0.8873197775636801,BLR
219,North Cyprus,62,5.771,2016,82.64248962655601,0.32814077314384116,0.7188683692655143,0.32111356455331763,0.7164738364449119,0.6915301793350573,
220,Slovenia,63,5.768,2016,79.5360580912863,0.07195027810217533,0.7123232854785749,0.31398909370387085,0.8737181172758348,0.8925595389010024,SVN
221,Peru,64,5.743,2016,69.47983402489626,0.10474852041725223,0.5459827766723128,0.17722121237998806,0.616322640021036,0.6867045281679428,PER
222,Turkmenistan,65,5.658,2016,57.66157676348548,0.5634686565982462,0.5921108169295115,0.27530468092374133,0.614777806994478,0.8773811334786945,TKM
223,Mauritius,66,5.648,2016,71.46842323651452,0.10298687674432414,0.6269466690785903,0.45078137390052575,0.7583651064948724,0.6397157006913105,MUS
224,Libya,67,5.615,2016,62.8263070539419,0.2046475722966687,0.5848257111063604,0.2084517695282478,0.668419668682619,0.8035089498504133,LBY
225,Latvia,68,5.56,2016,70.07609958506224,0.1759664298014687,0.6675985462678222,0.21281916775444973,0.46009729161188534,0.8030779372242788,LVA
226,Cyprus,69,5.546,2016,83.10182572614107,0.10348172047267472,0.722793226879793,0.3404374717888033,0.4849296607941099,0.5974764633301218,CYP
227,Paraguay,70,5.538,2016,66.55514522821576,0.1463945685952376,0.4899110329063132,0.30859694282124167,0.7598442019458321,0.9390243902439025,PRY
228,Romania,71,5.528,2016,72.34788381742739,0.01343995566200194,0.6411879820421319,0.15723853557965622,0.6033394688403891,0.6152747494210908,ROU
229,Estonia,72,5.517,2016,72.65659751037344,0.3665604402129807,0.7014531840133313,0.1027558526796062,0.6822081251643439,0.888756486317462,EST
230,Jamaica,73,5.51,2016,67.28585062240664,0.08499435878149679,0.489691767117806,0.2713764624074368,0.7164902708388114,0.8144617412910096,JAM
231,Croatia,74,5.488,2016,74.16655601659751,0.07921458403436193,0.650391663514721,0.22488441034024229,0.3928970549566132,0.5139107212277945,HRV
232,Hong Kong,75,5.458,2016,89.57298755186721,0.6264127788444408,0.828112066744506,0.4891608007710043,0.7901492242966079,0.7354343086050403,HKG
233,Somalia,76,5.44,2016,37.408464730290454,0.617169097998852,0.0,0.3321296556099108,0.9331120168288193,0.28407112553454017,SOM
234,Kosovo,77,5.401,2016,63.88190871369295,0.12958967558045167,0.4941428626245018,0.34148662331800267,0.23658953457796478,0.5583050217196559,
235,Turkey,78,5.389,2016,70.55286307053942,0.24441321430692187,0.638567755869471,0.05742274706908541,0.3926012358664212,0.7413163632675828,TUR
236,Indonesia,79,5.314,2016,61.002655601659754,0.006373587221155559,0.5213263387546799,0.6895243439753083,0.6448363134367604,0.7405388502949478,IDN
237,Jordan,80,5.303,2016,68.0595020746888,0.26319748223511014,0.546371973446913,0.1739883617376877,0.5920161714435971,0.7286310700944848,JOR
238,Azerbaijan,81,5.291,2016,64.19560165975103,0.3545852219868965,0.6159888612979437,0.06880482121725975,0.5805778332895082,0.6426482767946182,AZE
239,Philippines,82,5.279,2016,59.547468879668045,0.23271510856871397,0.4452027386296984,0.2644105842310085,0.9014922429660794,0.7426685597417305,PHL
240,China,83,5.245,2016,76.05680497925312,0.05433384137289443,0.5634034435692085,0.060497005038367226,0.7233105443071259,0.670866926964488,CHN
241,Bhutan,84,5.196,2016,61.24228215767634,0.3198669860058193,0.4674198446501888,0.5922338387966476,0.7571982645280042,0.7676757432854994,BTN
242,Kyrgyzstan,85,5.185,2016,64.78377593360996,0.09425783337621979,0.3072132962774151,0.4688487391882495,0.6608598474888245,0.8065344894613187,KGZ
243,Serbia,86,5.177,2016,70.46697095435685,0.08588507749252784,0.567004884145439,0.25297971233729,0.2583158033131738,0.6873299190372361,SRB
244,Bosnia and Herzegovina,87,5.163,2016,74.31717842323651,0.0,0.5118924282041584,0.3646289541423186,0.15630752037864842,0.5439801903216537,BIH
245,Montenegro,88,5.161,2016,69.8153112033195,0.2517962827339126,0.5911296025259418,0.20972051091239585,0.24834012621614512,0.6268529317309806,MNE
246,Dominican Republic,89,5.155,2016,66.16551867219917,0.2448882642861384,0.5634418150821973,0.2596772029132254,0.8588449907967394,0.8408633774487433,DOM
247,Morocco,90,5.151,2016,67.28709543568465,0.16634666772233328,0.46077609125842117,0.04944431567261592,0.42147646594793586,0.326175143248314,MAR
248,Hungary,91,5.145,2016,72.3516182572614,0.08851764612735298,0.68050233792147,0.12077442022178575,0.32490796739416244,0.7873502019843484,HUN
249,Pakistan,92,5.132,2016,55.35867219917012,0.27473723798024585,0.37722486254775883,0.3804394236986251,0.2403037075992637,0.22087284282406236,PAK
250,Lebanon,93,5.129,2016,77.68128630705394,0.06058866609924585,0.6154132886031124,0.2890412462944212,0.4310412831974757,0.5424336156043473,LBN
251,Portugal,94,5.123,2016,79.66800829875518,0.030106292432849704,0.6994962368509048,0.14262361078918154,0.7350611359453063,0.7975170292243463,PRT
252,Macedonia,95,5.121,2016,70.5653112033195,0.13948655014746342,0.5587440455634309,0.2867721511266179,0.45470681041283195,0.6611902709463686,
253,Vietnam,96,5.061,2016,71.44850622406639,0.22873656499277525,0.40584452959265893,0.305900867379927,0.9195700762555877,0.6686358027821443,VNM
254,Somaliland Region,97,5.057,2016,50.878589211618255,0.7282912056372597,0.140099875566665,0.6280147857168998,0.6430778332895082,0.6411270557612021,
255,Tunisia,98,5.045,2016,67.3530705394191,0.16171493042497176,0.5356882479019005,0.048016981615449365,0.38707927951617144,0.36479725504115745,TUN
256,Greece,99,5.033,2016,80.08253112033195,0.08168880267611488,0.6845806815877036,0.0,0.09568104128319747,0.6378395280834306,GRC
257,Tajikistan,100,4.996,2016,63.33356846473029,0.2673937570515231,0.26769611954370787,0.317160947164241,0.7133841703917959,0.6389297364907122,TJK
258,Mongolia,101,4.907,2016,64.79622406639004,0.0650224659052671,0.5418770247825158,0.42135633333739975,0.5911780173547199,0.9210401771377382,MNG
259,Laos,102,4.876,2016,54.104522821576765,0.4438352368322084,0.37298206954014484,0.5255395200741726,0.8573494609518801,0.46456400114936697,
260,Nigeria,103,4.875,2016,33.45120331950208,0.06037093485877159,0.41230738870890826,0.28325871344743875,0.45776360767814883,0.5450873011848621,NGA
261,Honduras,104,4.871,2016,66.60991701244814,0.1366956315195661,0.3805851107566314,0.24935647973063643,0.4397022087825401,0.6388790291229316,HND
262,Iran,105,4.813,2016,70.2503734439834,0.11025118267651075,0.6126176497996458,0.4701418794451696,0.3704969760715225,0.32838936497473087,
263,Zambia,106,4.795,2016,44.9439419087137,0.22721244630945545,0.3354876197054164,0.21795513047297216,0.7011241125427294,0.5388502949478559,ZMB
264,Nepal,107,4.793,2016,61.43771784232365,0.1387145939312365,0.24462387694803947,0.4655304924912469,0.608269787010255,0.5890421378226256,NPL
265,Palestinian Territories,108,4.754,2016,65.65203319502075,0.21007105955939112,0.36740175522263696,0.1360725134498786,0.2916118853536681,0.6053530077920322,
266,Albania,109,4.655,2016,75.71199170124481,0.10492666415945844,0.5236615194022815,0.20543850874089614,0.5236983960031554,0.42393894832919227,ALB
267,Bangladesh,110,4.643,2016,63.252655601659754,0.24906474535341735,0.29697906559884224,0.23339961693769745,0.6537273205364186,0.20915944086675795,BGD
268,Sierra Leone,111,4.635,2016,30.27195020746888,0.1622295679024564,0.19999780734211492,0.29152993131717314,0.5042893768077833,0.5307371161029698,SLE
269,Iraq,112,4.575,2016,62.061991701244814,0.2699075631915441,0.5891342838505265,0.23897475936611728,0.40849329476728896,0.5003549515744637,IRQ
270,Namibia,113,4.574,2016,51.89746887966805,0.2058154034955761,0.5113661903117411,0.09509460662917374,0.7989416250328688,0.5946453019623752,NAM
271,Cameroon,114,4.513,2016,38.17526970954357,0.1212565071950278,0.28776990248154055,0.2766832172353637,0.7023402576912964,0.5285566992884065,CMR
272,Ethiopia,115,4.508,2016,51.79352697095436,0.339858672631183,0.1605190021213965,0.36015176098864227,0.6031915592952932,0.3205719791085645,ETH
273,South Africa,116,4.459,2016,41.855560165975106,0.16656439896280753,0.5614081248937931,0.16659550328774808,0.6981823560347094,0.8117657995706776,ZAF
274,Sri Lanka,117,4.415,2016,68.86551867219917,0.15763741810336296,0.5334627001485526,0.5731051225433385,0.835146594793584,0.7165204604228994,LKA
275,India,118,4.404,2016,58.33688796680498,0.17264107994695274,0.4058390479479463,0.3053274938697832,0.6620595582434919,0.247173064246235,IND
276,Myanmar,119,4.395,2016,55.09352697095436,0.4006848637200372,0.18698986443892623,1.0,0.701617144359716,0.591425384108311,MMR
277,Egypt,120,4.362,2016,62.70929460580912,0.20571643474990595,0.5229214973660696,0.1550060387210111,0.30973902182487506,0.42098101854199416,EGY
278,Armenia,121,4.36,2016,70.15763485477179,0.07157419686862887,0.47189286673573533,0.09507020775640165,0.23068958716802523,0.5280073694707842,ARM
279,Kenya,122,4.356,2016,49.035643153526976,0.13234100671008095,0.28650912419762425,0.5041783069622183,0.6668419668682619,0.644321619931376,KEN
280,Ukraine,123,4.324,2016,66.76240663900415,0.036202767166128934,0.4784763220356636,0.24841712312891143,0.21132987115435184,0.8570643814546254,UKR
281,Ghana,124,4.276,2016,48.74560165975104,0.06452762217691652,0.34593015288307105,0.25866464969318415,0.6733664212463844,0.41709345367881956,GHA
282,Congo (Kinshasa),125,4.272,2016,41.973195020746886,0.1202470259891926,0.031031590718479173,0.3105732515157799,0.25640941362082564,0.6818112671771209,
283,Georgia,126,4.252,2016,70.12775933609959,0.6310247223926683,0.4593179737648484,0.08278537531566042,0.5334768603733894,0.16267768706793098,GEO
284,Congo (Brazzaville),127,4.236,2016,47.831286307053944,0.19304843530413096,0.4226841421500107,0.14733259323419257,0.6234880357612411,0.4039602454236601,
285,Senegal,128,4.219,2016,55.45265560165975,0.23121078363452818,0.24291360379768343,0.23304583328250233,0.5103865369445175,0.6542602640163615,SEN
286,Bulgaria,129,4.217,2016,72.47485477178424,0.012173155717424436,0.6101399463895146,0.15606738968659645,0.3487214041546147,0.7820935381910992,BGR
287,Mauritania,130,4.201,2016,48.09705394190871,0.35539676570139145,0.33652365055611283,0.27675641385367994,0.20838811464633183,0.7111032232983452,MRT
288,Zimbabwe,131,4.193,2016,40.19933609958506,0.16986995506818944,0.1920823123770056,0.22572617145087895,0.41791020247173283,0.6040768723695553,ZWE
289,Malawi,132,4.156,2016,48.54829875518672,0.14971991844975355,0.04773964380272657,0.37779214600285466,0.6808769392584801,0.12423305106231936,MWI
290,Sudan,133,4.139,2016,48.794149377593364,0.19870944755646164,0.34572185038398917,0.22052921155042635,0.0,0.6923922045873265,SDN
291,Gabon,134,4.121,2016,52.01883817427385,0.18435897943429463,0.6350540216086434,0.0761732807944273,0.4617735997896398,0.6115984652570019,GAB
292,Mali,135,4.073,2016,40.44643153526971,0.2701252944320184,0.1715316263491698,0.25696892803552474,0.45266894556928744,0.7296198637662052,MLI
293,Haiti,136,4.028,2016,47.384398340248964,0.2865343124641238,0.18690763976823604,0.5850605702016567,0.19839600315540362,0.24982674982674982,HTI
294,Botswana,137,3.974,2016,51.90182572614108,0.21315888442429878,0.5998344543296771,0.15157799709653413,0.7245759926373915,0.7537312171458513,BWA
295,Comoros,138,3.956,2016,48.93232365145228,0.3649373527839908,0.1507945644011029,0.22288370277293187,0.2532868787799106,0.5098034244375709,COM
296,Ivory Coast,139,3.916,2016,33.05784232365145,0.3073969240513845,0.3042696530667061,0.24811213721926045,0.668271759137523,0.4865879012220476,CIV
297,Cambodia,140,3.907,2016,56.72049792531121,0.16017101799251796,0.30480137260383605,0.4921130643764258,0.9671969497764923,0.4542535030339908,KHM
298,Angola,141,3.866,2016,33.37838174273859,0.16694048019635396,0.4644652381500545,0.14725939661587634,0.009679858006836708,0.5608741950205365,AGO
299,Niger,142,3.856,2016,46.55535269709544,0.33997743512598716,0.07274142533725819,0.25582218101523707,0.6251807783328951,0.5115528286259994,NER
300,South Sudan,143,3.832,2016,40.09414937759336,0.2576156449793155,0.21594391181129985,0.3159532029620231,0.32313305285301075,0.15650829065463212,SSD
301,Chad,144,3.763,2016,32.65203319502075,0.09801864571168424,0.23140214990105631,0.22772687901818936,0.21047528267157506,0.5339316802731437,TCD
302,Burkina Faso,145,3.739,2016,43.52734439834025,0.2480750578967162,0.17538522258218356,0.2970928743092069,0.5484157244280831,0.5328837280056792,BFA
303,Uganda,145,3.739,2016,42.48668049792531,0.12751133192137923,0.19031722277952276,0.330629124934428,0.7174105968971863,0.7689011713401958,UGA
304,Yemen,147,3.724,2016,49.59643153526971,0.1166247698976663,0.31760101300794286,0.11981066474728867,0.3758545884827767,0.40137416966685263,YEM
305,Madagascar,148,3.695,2016,53.36883817427386,0.1485718809999802,0.15323389629824533,0.2688755779482988,0.224888246121483,0.38972837753325557,MDG
306,Tanzania,149,3.666,2016,52.49186721991701,0.1009283268343857,0.2584869564264062,0.3839406619414183,0.5219563502498028,0.6560096682047901,
307,Liberia,150,3.622,2016,44.69,0.0960392707982819,0.058686488293947715,0.2935550377572556,0.4231527741256902,0.42554468164224263,LBR
308,Guinea,151,3.607,2016,41.99124481327801,0.23594148967755982,0.12287106623471306,0.3649339400519696,0.5086937943728636,0.26274867738282376,GIN
309,Rwanda,152,3.515,2016,50.104937759336096,1.0,0.18005010223267387,0.2873211257639897,0.8927162766237181,0.5204773253553742,RWA
310,Benin,153,3.484,2016,43.359917012448136,0.1322420379644108,0.2165194845061312,0.2461846262702663,0.6532178543255325,0.08805334415090513,BEN
311,Afghanistan,154,3.36,2016,41.06697095435685,0.14077314384117495,0.20954683243160277,0.38145197691866634,0.27001709176965555,0.0932762030323006,AFG
312,Togo,155,3.303,2016,45.714481327800826,0.22935017121593,0.15416029425468816,0.21369752717424453,0.5699119116486984,0.0,TGO
313,Syria,156,3.069,2016,69.47983402489626,0.34110567882662657,0.4095830112867065,0.5904161227751278,0.11359453063371022,0.1256359549042476,
314,Burundi,157,2.905,2016,40.07298755186722,0.18643732309336708,0.03744511503231429,0.2475265642727306,0.0709965816460689,0.19811368591856396,BDI
315,Norway,1,7.53700017929077,2017,80.90738716127487,0.6805051405737151,0.8640650170265681,0.4319567673226291,0.9653230202524907,0.9521596355538668,NOR
316,Denmark,2,7.52199983596802,2017,80.75906862820577,0.8631560380559575,0.7923937368732288,0.4239243748901181,0.95101860085226,0.9630861951993716,DNK
317,Iceland,3,7.50400018692017,2017,82.24141539212819,0.33065687119758747,0.7914582951000163,0.5674195381011629,0.9527746437296601,1.0,ISL
318,Switzerland,4,7.49399995803833,2017,83.13036083755493,0.7904396548714012,0.8365449317917664,0.34668642120289817,0.9420005107039576,0.9418454156382674,CHE
319,Finland,5,7.4689998626709,2017,81.35915045676614,0.824047227448435,0.7716476392202432,0.2929125978409976,0.9387802687172094,0.9563340264745733,FIN
320,Netherlands,6,7.3769998550415,2017,81.41479119419107,0.6087811458893886,0.8039192971187382,0.5613933590734024,0.8893060040313022,0.8872235718746815,NLD
321,Canada,7,7.31599998474121,2017,82.2777820280725,0.6189246131347274,0.7906946483554537,0.5196905274381517,0.9283739512006073,0.919764621137644,CAN
322,New Zealand,8,7.31400012969971,2017,81.63409041615982,0.8244890877702512,0.751406794824737,0.5966113175513251,0.9328725829848654,0.9612691605046613,NZL
323,Sweden,9,7.28399991989136,2017,82.14459865510804,0.8278963674511456,0.7988104978487368,0.4598623967395912,0.9311437052115354,0.9177859340834376,SWE
324,Australia,10,7.28399991989136,2017,82.61518551106558,0.6486725832987581,0.7934798816296554,0.5699957142556401,0.9139515446983685,0.9375799842403771,AUS
325,Israel,11,7.21299982070923,2017,82.41689141657994,0.18358964205976216,0.7351975897718227,0.39385805751232794,0.6167708750242233,0.8545338231656432,ISR
326,Costa Rica,12,7.0789999961853,2017,79.56353541174943,0.21560394359695403,0.593182936216633,0.2560787373596853,0.8813259830598412,0.8794402772249169,CRI
327,Austria,13,7.00600004196167,2017,81.58232562487765,0.4761073851522598,0.7949136946636464,0.3776180663540766,0.8625405891929973,0.9064749319675988,AUT
328,United States,14,6.99300003051758,2017,80.09798268402076,0.29213119554411726,0.8265381899838893,0.46842908479941947,0.7683122683043005,0.8816239163777653,USA
329,Ireland,15,6.97700023651123,2017,81.38175295693662,0.6426516266416342,0.8208973741359276,0.5105250015504345,0.8706593332959066,0.9675004740766345,IRL
330,Germany,16,6.95100021362305,2017,80.99000000000001,0.5960096880635576,0.7953552894516825,0.40123987167517006,0.8545575800600896,0.9142829481778357,DEU
331,Belgium,17,6.89099979400635,2017,81.68227028061477,0.5413287030000291,0.7824500800350733,0.27623219061989535,0.8200103589596854,0.9079450506325708,BEL
332,Luxembourg,18,6.86299991607666,2017,82.6586831980889,0.6866876548179974,0.9311393782753192,0.33789449330923177,0.9063867876177837,0.9050088102016279,LUX
333,United Kingdom,19,6.71400022506714,2017,81.22093137179421,0.571664044431481,0.7706117075508222,0.5879832521701825,0.7720335253604357,0.9291470454700566,GBR
334,Chile,20,6.65199995040894,2017,81.73246356759324,0.17722722891702358,0.6696640948390127,0.3897769990515312,0.5725727979513886,0.7972467879365288,CHL
335,United Arab Emirates,21,6.64799976348877,2017,78.38048800177737,0.6988673766899034,0.8693463759915168,0.430679685201906,0.9241876275628013,0.7863098659602916,ARE
336,Brazil,22,6.63500022888184,2017,74.39326685129416,0.2392653423865484,0.5919251238759401,0.193717583101906,0.6645721767760092,0.8886930984064664,BRA
337,Czech Republic,23,6.60900020599365,2017,79.38034198619034,0.07941483707138769,0.7230634825961936,0.10512990122447399,0.7458369478013479,0.8902945226052025,CZE
338,Argentina,24,6.59899997711182,2017,77.23541106753275,0.12866441106514775,0.6335884132664507,0.13060530342728738,0.7512650336213444,0.8943712855670364,ARG
339,Mexico,25,6.57800006866455,2017,77.772192961424,0.28596142233322847,0.6164234390611901,0.14436704299570197,0.6270123003591235,0.7518202544189032,MEX
340,Singapore,26,6.57200002670288,2017,86.43458336724528,1.0,0.9045909290185765,0.412810207951769,0.8353082967660859,0.8405787983456374,SGP
341,Malta,27,6.52699995040894,2017,81.82159739468422,0.3296650924697354,0.7180374584531286,0.6857745007171823,0.8944447362177845,0.9241498114721975,MLT
342,Uruguay,28,6.4539999961853,2017,78.10629391411081,0.3834996492846011,0.6508349518770019,0.20892747718299876,0.880202706006568,0.8768475480578981,URY
343,Guatemala,29,6.4539999961853,2017,71.63330648975271,0.16631915524830432,0.4661203444566783,0.33826129925903403,0.8071579143719712,0.7795886361944063,GTM
344,Panama,30,6.4520001411438,2017,77.63393291817805,0.15288118411890836,0.659488489223301,0.2512387301850105,0.835591266600143,0.8526106485975254,PAN
345,France,31,6.44199991226196,2017,82.63612812328836,0.37152603047680804,0.7648865235211325,0.1548337343128665,0.714353316587557,0.8616659933618902,FRA
346,Thailand,32,6.42399978637695,2017,75.50310026858243,0.06808573162158875,0.6028915218898463,0.6826632466056844,0.881430930911897,0.8852697544142443,THA
347,Taiwan Province of China,33,6.42199993133545,2017,80.81037856707631,0.13747181888810375,0.7663314242164723,0.30827840667603224,0.5491337953815701,0.8596719848615211,
348,Spain,34,6.40299987792969,2017,84.24535284167274,0.15273079499426928,0.7400167079586476,0.22686935549118645,0.6210133851522797,0.9512701034767548,ESP
349,Qatar,35,6.375,2017,77.77650004729338,0.9461380355213579,1.0,0.3943248594224638,0.9177853558356986,0.7912066593666512,QAT
350,Colombia,36,6.35699987411499,2017,73.61480096082565,0.10051251207991178,0.5722909784669945,0.17780561923245222,0.72539063419652,0.8706106832373199,COL
351,Saudi Arabia,37,6.3439998626709,2017,73.43832253650938,0.5889030156389286,0.8181802598845843,0.17613696331471052,0.6832533019183994,0.7988938063905112,SAU
352,Trinidad and Tobago,38,6.16800022125244,2017,70.90069015351654,0.019307916854519155,0.7276998455374085,0.3881471217947952,0.787894867425237,0.8569792592028995,TTO
353,Kuwait,39,6.10500001907349,2017,74.95577916407284,0.46339854132177005,0.8728791980179818,0.2723977615982508,0.7540274983293465,0.7821427286711032,KWT
354,Slovakia,40,6.09800004959106,2017,77.87179270537976,0.052143970917323555,0.7084765170979355,0.1629262950116951,0.44940078307940085,0.934486236382236,SVK
355,Bahrain,41,6.08699989318848,2017,75.7162665279394,0.5536029716839679,0.7956166141595812,0.20602983464110355,0.8154166493111842,0.8215148484057659,BHR
356,Malaysia,42,6.08400011062622,2017,74.47399345371515,0.14128711652377873,0.6902069187006792,0.4971021085350174,0.6111140137527866,0.7976324146732372,MYS
357,Nicaragua,43,6.07100009918213,2017,75.71492568338944,0.2814684268848247,0.3941162751575206,0.35996081381634126,0.6799130354468386,0.7992279175401261,NIC
358,Ecuador,44,6.00799989700317,2017,76.89179701677703,0.30181412417687115,0.5349790226545134,0.1791157547831632,0.6915292414235243,0.7985779033363282,ECU
359,El Salvador,45,6.00299978256226,2017,73.65062867211161,0.19379593190678235,0.4863166470402307,0.0933782422587764,0.6569744140939808,0.7339775051563678,SLV
360,Poland,46,5.97300004959106,2017,77.39231143686112,0.12773381818153803,0.6905129126649117,0.18908323973825197,0.7904947489853832,0.8976377142652415,POL
361,Uzbekistan,47,5.97100019454956,2017,70.11548878266817,0.5309586250826719,0.4203846016598346,0.49635601492059184,1.0,0.9617497506009061,UZB
362,Italy,48,5.96400022506714,2017,82.95,0.060365327309124514,0.7457195892212609,0.20617440561433975,0.38959549349033634,0.8971480201212808,ITA
363,Russia,49,5.96299982070923,2017,71.89042744424329,0.07099359970073651,0.6851622876776561,0.062361736560002407,0.5678448474136114,0.9122725079815839,RUS
364,Belize,50,5.95599985122681,2017,68.37656645600943,0.2080108814201969,0.4853495671988732,0.2863891593853112,0.8317667821485423,0.6714486849240074,BLZ
365,Japan,51,5.92000007629395,2017,85.13198737816455,0.35269866640855,0.7573985287820378,0.14386868119410234,0.7681375966851333,0.8918173411236363,JPN
366,Lithuania,52,5.90199995040894,2017,74.84164569993112,0.02555555438771657,0.7026974878163139,0.012128574082142308,0.35584088221392013,0.9149012092395882,LTU
367,Algeria,53,5.87200021743774,2017,74.43060139592482,0.3146535876696061,0.5836457632389238,0.08285252949951945,0.3544797293993432,0.7116825804927381,DZA
368,Latvia,54,5.84999990463257,2017,75.18946120732319,0.15903831257625364,0.6739211832956107,0.1826504270666732,0.49480983521647853,0.8721827968433953,LVA
369,South Korea,55,5.83799982070923,2017,84.65235305504291,0.13629465331038362,0.7492538768581392,0.24660600482142628,0.3918301402262673,0.7005418166675723,KOR
370,Moldova,56,5.83799982070923,2017,73.41361607447276,0.021734044695930158,0.389610861320119,0.24911742541268597,0.36571141332792445,0.7772542991459815,
371,Romania,57,5.82499980926514,2017,76.874512625135,0.00945041379955967,0.6509013504006852,0.15931735474697775,0.6942721925317697,0.7140878254900626,ROU
372,Bolivia,58,5.82299995422363,2017,69.22425721884079,0.1302535260248282,0.4456766404641003,0.2691414031069014,0.8488174124695084,0.7622245525952696,BOL
373,Turkmenistan,59,5.82200002670288,2017,67.92572472168388,0.5584018803069452,0.6044459610326034,0.2982130949475153,0.6354314905130406,0.9270913070851582,TKM
374,Kazakhstan,60,5.81899976730347,2017,74.01312664289533,0.2569047735806045,0.6866473333537225,0.2409860504924122,0.6645729917291313,0.8595500794420666,KAZ
